origin,target_time,nominal_lead_h,reasons
2026-07-03T15:00:00-03:00,2026-07-04T03:00:00-03:00,12,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T16:00:00-03:00,2026-07-03T17:00:00-03:00,1,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-03T16:00:00-03:00,2026-07-03T18:00:00-03:00,2,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-03T16:00:00-03:00,2026-07-03T19:00:00-03:00,3,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-03T16:00:00-03:00,2026-07-03T20:00:00-03:00,4,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T16:00:00-03:00,2026-07-03T21:00:00-03:00,5,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T16:00:00-03:00,2026-07-03T22:00:00-03:00,6,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T16:00:00-03:00,2026-07-03T23:00:00-03:00,7,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T16:00:00-03:00,2026-07-04T00:00:00-03:00,8,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T16:00:00-03:00,2026-07-04T01:00:00-03:00,9,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T16:00:00-03:00,2026-07-04T02:00:00-03:00,10,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T16:00:00-03:00,2026-07-04T03:00:00-03:00,11,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T16:00:00-03:00,2026-07-04T04:00:00-03:00,12,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T17:00:00-03:00,2026-07-03T18:00:00-03:00,1,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-03T17:00:00-03:00,2026-07-03T19:00:00-03:00,2,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-03T17:00:00-03:00,2026-07-03T20:00:00-03:00,3,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-03T17:00:00-03:00,2026-07-03T21:00:00-03:00,4,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T17:00:00-03:00,2026-07-03T22:00:00-03:00,5,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T17:00:00-03:00,2026-07-03T23:00:00-03:00,6,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T17:00:00-03:00,2026-07-04T00:00:00-03:00,7,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T17:00:00-03:00,2026-07-04T01:00:00-03:00,8,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T17:00:00-03:00,2026-07-04T02:00:00-03:00,9,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T17:00:00-03:00,2026-07-04T03:00:00-03:00,10,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T17:00:00-03:00,2026-07-04T04:00:00-03:00,11,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T17:00:00-03:00,2026-07-04T05:00:00-03:00,12,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T18:00:00-03:00,2026-07-03T19:00:00-03:00,1,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-03T18:00:00-03:00,2026-07-03T20:00:00-03:00,2,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-03T18:00:00-03:00,2026-07-03T21:00:00-03:00,3,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-03T18:00:00-03:00,2026-07-03T22:00:00-03:00,4,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T18:00:00-03:00,2026-07-03T23:00:00-03:00,5,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T18:00:00-03:00,2026-07-04T00:00:00-03:00,6,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T18:00:00-03:00,2026-07-04T01:00:00-03:00,7,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T18:00:00-03:00,2026-07-04T02:00:00-03:00,8,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T18:00:00-03:00,2026-07-04T03:00:00-03:00,9,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T18:00:00-03:00,2026-07-04T04:00:00-03:00,10,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T18:00:00-03:00,2026-07-04T05:00:00-03:00,11,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T18:00:00-03:00,2026-07-04T06:00:00-03:00,12,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T19:00:00-03:00,2026-07-03T20:00:00-03:00,1,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-03T19:00:00-03:00,2026-07-03T21:00:00-03:00,2,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-03T19:00:00-03:00,2026-07-03T22:00:00-03:00,3,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-03T19:00:00-03:00,2026-07-03T23:00:00-03:00,4,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T19:00:00-03:00,2026-07-04T00:00:00-03:00,5,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T19:00:00-03:00,2026-07-04T01:00:00-03:00,6,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T19:00:00-03:00,2026-07-04T02:00:00-03:00,7,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T19:00:00-03:00,2026-07-04T03:00:00-03:00,8,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T19:00:00-03:00,2026-07-04T04:00:00-03:00,9,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T19:00:00-03:00,2026-07-04T05:00:00-03:00,10,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T19:00:00-03:00,2026-07-04T06:00:00-03:00,11,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T19:00:00-03:00,2026-07-04T07:00:00-03:00,12,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T20:00:00-03:00,2026-07-03T21:00:00-03:00,1,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-03T20:00:00-03:00,2026-07-03T22:00:00-03:00,2,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-03T20:00:00-03:00,2026-07-03T23:00:00-03:00,3,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-03T20:00:00-03:00,2026-07-04T00:00:00-03:00,4,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T20:00:00-03:00,2026-07-04T01:00:00-03:00,5,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T20:00:00-03:00,2026-07-04T02:00:00-03:00,6,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T20:00:00-03:00,2026-07-04T03:00:00-03:00,7,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T20:00:00-03:00,2026-07-04T04:00:00-03:00,8,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T20:00:00-03:00,2026-07-04T05:00:00-03:00,9,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T20:00:00-03:00,2026-07-04T06:00:00-03:00,10,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T20:00:00-03:00,2026-07-04T07:00:00-03:00,11,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T20:00:00-03:00,2026-07-04T08:00:00-03:00,12,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T21:00:00-03:00,2026-07-03T22:00:00-03:00,1,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-03T21:00:00-03:00,2026-07-03T23:00:00-03:00,2,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-03T21:00:00-03:00,2026-07-04T00:00:00-03:00,3,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-03T21:00:00-03:00,2026-07-04T01:00:00-03:00,4,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T21:00:00-03:00,2026-07-04T02:00:00-03:00,5,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T21:00:00-03:00,2026-07-04T03:00:00-03:00,6,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T21:00:00-03:00,2026-07-04T04:00:00-03:00,7,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T21:00:00-03:00,2026-07-04T05:00:00-03:00,8,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T21:00:00-03:00,2026-07-04T06:00:00-03:00,9,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T21:00:00-03:00,2026-07-04T07:00:00-03:00,10,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T21:00:00-03:00,2026-07-04T08:00:00-03:00,11,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T21:00:00-03:00,2026-07-04T09:00:00-03:00,12,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T22:00:00-03:00,2026-07-03T23:00:00-03:00,1,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-03T22:00:00-03:00,2026-07-04T00:00:00-03:00,2,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-03T22:00:00-03:00,2026-07-04T01:00:00-03:00,3,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-03T22:00:00-03:00,2026-07-04T02:00:00-03:00,4,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T22:00:00-03:00,2026-07-04T03:00:00-03:00,5,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T22:00:00-03:00,2026-07-04T04:00:00-03:00,6,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T22:00:00-03:00,2026-07-04T05:00:00-03:00,7,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T22:00:00-03:00,2026-07-04T06:00:00-03:00,8,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T22:00:00-03:00,2026-07-04T07:00:00-03:00,9,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T22:00:00-03:00,2026-07-04T08:00:00-03:00,10,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T22:00:00-03:00,2026-07-04T09:00:00-03:00,11,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T22:00:00-03:00,2026-07-04T10:00:00-03:00,12,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T23:00:00-03:00,2026-07-04T00:00:00-03:00,1,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-03T23:00:00-03:00,2026-07-04T01:00:00-03:00,2,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-03T23:00:00-03:00,2026-07-04T02:00:00-03:00,3,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-03T23:00:00-03:00,2026-07-04T03:00:00-03:00,4,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T23:00:00-03:00,2026-07-04T04:00:00-03:00,5,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T23:00:00-03:00,2026-07-04T05:00:00-03:00,6,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T23:00:00-03:00,2026-07-04T06:00:00-03:00,7,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T23:00:00-03:00,2026-07-04T07:00:00-03:00,8,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T23:00:00-03:00,2026-07-04T08:00:00-03:00,9,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T23:00:00-03:00,2026-07-04T09:00:00-03:00,10,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T23:00:00-03:00,2026-07-04T10:00:00-03:00,11,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-03T23:00:00-03:00,2026-07-04T11:00:00-03:00,12,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-04T00:00:00-03:00,2026-07-04T01:00:00-03:00,1,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-04T00:00:00-03:00,2026-07-04T02:00:00-03:00,2,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-04T00:00:00-03:00,2026-07-04T03:00:00-03:00,3,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-04T00:00:00-03:00,2026-07-04T04:00:00-03:00,4,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-04T00:00:00-03:00,2026-07-04T05:00:00-03:00,5,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-04T00:00:00-03:00,2026-07-04T06:00:00-03:00,6,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-04T00:00:00-03:00,2026-07-04T07:00:00-03:00,7,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-04T00:00:00-03:00,2026-07-04T08:00:00-03:00,8,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-04T00:00:00-03:00,2026-07-04T09:00:00-03:00,9,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-04T00:00:00-03:00,2026-07-04T10:00:00-03:00,10,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-04T00:00:00-03:00,2026-07-04T11:00:00-03:00,11,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-04T00:00:00-03:00,2026-07-04T12:00:00-03:00,12,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-04T01:00:00-03:00,2026-07-04T02:00:00-03:00,1,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-04T01:00:00-03:00,2026-07-04T03:00:00-03:00,2,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-04T01:00:00-03:00,2026-07-04T04:00:00-03:00,3,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-04T01:00:00-03:00,2026-07-04T05:00:00-03:00,4,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-04T01:00:00-03:00,2026-07-04T06:00:00-03:00,5,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-04T01:00:00-03:00,2026-07-04T07:00:00-03:00,6,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-04T01:00:00-03:00,2026-07-04T08:00:00-03:00,7,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-04T01:00:00-03:00,2026-07-04T09:00:00-03:00,8,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-04T01:00:00-03:00,2026-07-04T10:00:00-03:00,9,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-04T01:00:00-03:00,2026-07-04T11:00:00-03:00,10,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-04T01:00:00-03:00,2026-07-04T12:00:00-03:00,11,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-04T01:00:00-03:00,2026-07-04T13:00:00-03:00,12,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-04T02:00:00-03:00,2026-07-04T03:00:00-03:00,1,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-04T02:00:00-03:00,2026-07-04T04:00:00-03:00,2,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-04T02:00:00-03:00,2026-07-04T05:00:00-03:00,3,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-04T02:00:00-03:00,2026-07-04T06:00:00-03:00,4,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-04T02:00:00-03:00,2026-07-04T07:00:00-03:00,5,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
